date;maximum_temperature;minimum_temperature;average_temperature;atmospheric_pressure;wind_speed;precipitation;effective_temperature
28.08.1959;8.9;7.2;8.2;;7;0;3.5
31.08.1959;8.9;6.1;7.5;;5;0;3.9
03.09.1959;5;2.2;3.5;;3;0;0.4
04.09.1959;5;1.1;3.5;;1;0;1.7
06.09.1959;6.1;5;5.7;;10;;-1.6
07.09.1959;5;2.8;3.9;;6;0;-0.9
08.09.1959;5;2.2;3.9;;3;1;1
09.09.1959;6.1;2.2;4.6;;5;0;0.5
10.09.1959;7.2;2.8;5;;4;0;1.5
11.09.1959;7.8;5;6.5;;5;0;2.5
12.09.1959;6.1;2.8;4.6;;6;0;-0.2
15.09.1959;5;2.8;3.6;;7;0;-2.1
16.09.1959;5;2.8;3.7;;7;0;-2
18.09.1959;2.8;2.2;2.7;;13;0;-7
19.09.1959;7.2;2.8;4.7;;7;0;-0.8
20.09.1959;7.2;1.1;5;;6;0;0.1
21.09.1959;8.9;2.8;4.1;;8;0;-2
22.09.1959;5;3.9;4.4;;12;0;-4.3
23.09.1959;2.2;0;1.1;;6;0;-4.1
24.09.1959;5;1.1;2.2;;5;0;-2.3
25.09.1959;3.9;2.2;2.9;;10;0;-4.8
26.09.1959;2.8;2.2;2.7;;14;0;-7.6
27.09.1959;;;-1.1;;13;0;-11.4
28.09.1959;0;-2.2;-1.1;;6;1;-6.7
30.09.1959;0;-2.2;-0.8;;9;1;-8.3
01.10.1959;;;-1.1;;7;0;-7.3
02.10.1959;0;-1.1;-0.4;;9;0;-8
07.10.1959;0;-2.8;-1;;9;0;-8.6
08.10.1959;0;-5;-3.2;;0;1;-5.1
09.10.1959;-2.2;-5;-3.5;;1;0;-6.1
10.10.1959;-2.2;-6.1;-3.8;;4;1;-8.4
11.10.1959;0;-2.8;-2;;6;0;-7.7
12.10.1959;-2.2;-3.9;-3.6;;5;0;-8.8
13.10.1959;-1.1;-3.9;-2.7;;6;1;-8.4
14.10.1959;-2.2;-3.9;-3;;8;0;-10.1
15.10.1959;-3.9;-8.9;-5.7;;1;1;-8.5
16.10.1959;-3.9;-11.1;-9.1;;3;0;-13.5
17.10.1959;-5;-10;-9.2;;7;0;-16.3
18.10.1959;-6.1;-7.2;-6.6;;7;0;-13.5
19.10.1959;;;-6.1;;6;0;-12.3
20.10.1959;-5;-7.8;-7.5;;7;1;-14.4
21.10.1959;-5;-8.9;-7.2;;6;0;-13.5
22.10.1959;-6.1;-8.9;-7.8;;4;;-12.8
23.10.1959;-6.1;-12.2;-8.9;;2;0;-12.7
24.10.1959;-2.2;-6.1;-4.2;;5;0;-9.7
25.10.1959;-2.2;-3.9;-2.6;;3;0;-6.4
26.10.1959;-2.2;-10;-6;;6;0;-12.2
27.10.1959;-7.2;-8.9;-8.1;;14;0;-19.6
28.10.1959;-7.8;-15;-12.2;;9;0;-20.8
30.10.1959;-13.9;-20;-16;;23;0;-34
31.10.1959;-13.9;-21.1;-16.7;;14;6;-28.9
01.11.1959;-15;-20;-18.1;;9;0;-27.1
02.11.1959;-12.2;-15;-13.1;;16;0;-26.4
03.11.1959;-12.2;-13.9;-13.3;;19;0;-28.5
04.11.1959;-1.1;-12.8;-5.4;;11;0;-14.7
05.11.1959;3.9;-1.1;0.2;;6;0;-5.3
06.11.1959;-1.1;-2.8;-2.3;;3;0;-6.1
07.11.1959;0;-2.8;-1.5;;8;0;-8.4
08.11.1959;0;-2.2;-1.4;;7;0;-7.6
09.11.1959;0;-2.2;-1.4;;7;0;-7.7
10.11.1959;0;-2.2;-0.9;;10;0;-9.1
11.11.1959;-1.1;-2.2;-1.3;;8;0;-8.2
12.11.1959;0;-2.2;-1.9;;4;0;-6.3
13.11.1959;-1.1;-3.9;-2.8;;3;0;-6.6
14.11.1959;-1.1;-3.9;-2.1;;5;1;-7.1
15.11.1959;-1.1;-3.9;-2.9;;3;0;-6.7
16.11.1959;0;-3.9;-1.4;;6;1;-7
17.11.1959;-2.2;-2.8;-2.4;;3;0;-6.2
18.11.1959;-2.8;-7.2;-4.6;;4;0;-9.4
19.11.1959;-2.2;-7.8;-5.4;;4;1;-10.2
20.11.1959;-5;-8.9;-6.7;;6;2;-12.9
21.11.1959;-7.2;-15;-10.7;;6;0;-17.2
22.11.1959;-12.2;-17.2;-15.4;;6;1;-22.3
23.11.1959;-13.9;-21.1;-16.9;;6;1;-23.9
24.11.1959;-10;-20;-14.1;;6;0;-20.9
25.11.1959;-6.1;-16.1;-10.2;;8;1;-18
26.11.1959;-16.1;-21.1;-17.8;;8;0;-26.2
27.11.1959;-17.2;-31.1;-25.3;;4;0;-31.5
28.11.1959;-22.8;-31.1;-26.7;;8;0;-35.6
29.11.1959;-27.2;-31.1;-28.2;;5;0;-35.2
30.11.1959;-25;-32.8;-27.6;;3;0;-33.3
01.12.1959;-23.9;-27.8;-24.6;;6;0;-32
02.12.1959;-26.1;-30;-27.8;;5;0;-34.8
03.12.1959;-22.8;-27.2;-25.3;;2;0;-30.2
04.12.1959;-7.2;-27.8;-11.2;;6;3;-17.8
05.12.1959;-3.9;-8.9;-5.9;;9;1;-14
06.12.1959;-3.9;-8.9;-5.2;;11;0;-14.5
07.12.1959;-2.8;-5;-3.4;;8;0;-10.6
08.12.1959;-7.8;-13.9;-12.4;;10;1;-21.7
09.12.1959;-20;-31.1;-25.7;;9;0;-35.2
10.12.1959;-17.8;-22.8;-21.4;;5;0;-28
11.12.1959;-6.1;-27.2;-11.8;;9;0;-20.4
12.12.1959;-3.9;-11.1;-5;;5;0;-10.3
13.12.1959;-3.9;-7.8;-6;;3;0;-10.1
14.12.1959;-12.2;-23.9;-19.3;;6;1;-26.4
15.12.1959;-3.9;-16.1;-8.2;;7;1;-15.2
16.12.1959;-2.8;-8.9;-4.3;;12;0;-14.2
17.12.1959;-1.1;-2.8;-2.2;;17;0;-15.1
18.12.1959;-1.1;-3.9;-2.6;;20;1;-17.4
19.12.1959;-1.1;-13.9;-6.9;;16;0;-19.7
20.12.1959;-12.2;-20;-15.2;;7;0;-22.8
21.12.1959;-12.2;-20;-17.1;;4;0;-22.8
22.12.1959;0;-16.1;-3.8;;12;1;-13.6
23.12.1959;-1.1;-16.1;-9.2;;10;0;-18.2
25.12.1959;-22.8;-28.9;-26.9;;3;0;-32.5
26.12.1959;-22.8;-35;-27.1;;1;0;-31.4
27.12.1959;-27.2;-33.9;-32.2;;5;0;-39.4
28.12.1959;-27.2;-33.9;-30;;8;0;-39
29.12.1959;-15;-27.2;-20;;11;0;-30.4
30.12.1959;-16.1;-20;-17.8;;6;1;-24.9
02.01.1960;-22.8;-25;-23.4;;9;0;-32.7
03.01.1960;-22.2;-31.1;-26.3;;15;3;-39.7
04.01.1960;-27.2;-31.1;-29.2;;8;0;-38.2
05.01.1960;-25;-27.8;-27.2;;3;0;-32.8
06.01.1960;-25;-31.1;-26.3;;5;0;-33.2
07.01.1960;-26.1;-30;-28.8;;4;0;-35.1
08.01.1960;-27.2;-32.2;-30.4;;2;0;-35.5
09.01.1960;-31.1;-37.2;-34;;2;0;-39.3
10.01.1960;-30;-37.8;-32.8;;1;0;-37.4
11.01.1960;-27.8;-30;-28.6;;2;0;-33.6
12.01.1960;-28.9;-32.8;-31;;3;0;-36.8
14.01.1960;-30;-33.9;-32.2;;8;0;-41.3
15.01.1960;-22.2;-31.1;-24.1;;10;2;-34.1
16.01.1960;-15;-23.9;-20.1;;7;2;-27.9
17.01.1960;-22.8;-27.2;-24.7;;6;0;-32.1
18.01.1960;-16.1;-27.2;-19.2;;6;1;-26.3
19.01.1960;-13.9;-22.8;-19.7;;6;0;-26.9
20.01.1960;-12.8;-21.1;-15;;8;0;-23.2
21.01.1960;-25;-30;-27.9;;8;0;-36.8
22.01.1960;-28.9;-33.9;-31.3;;7;0;-39.7
23.01.1960;-20;-31.1;-23.7;;8;1;-32.4
25.01.1960;-17.8;-22.8;-21;;10;0;-30.8
26.01.1960;-22.8;-27.2;-25.4;;9;0;-34.8
27.01.1960;-25;-27.2;-26.1;;9;0;-35.6
28.01.1960;-26.1;-32.8;-29.2;;6;0;-36.9
29.01.1960;-21.1;-33.9;-22.7;;8;1;-31.3
30.01.1960;-25;-27.2;-25.8;;4;0;-32
31.01.1960;-37.8;-42.2;-40.8;;4;0;-47.7
01.02.1960;-37.8;-42.2;-38.9;;7;0;-47.7
02.02.1960;-27.8;-37.8;-32.2;;2;0;-37.4
03.02.1960;-22.8;-32.8;-30;;3;1;-35.8
04.02.1960;-35;-36.1;-35.7;;4;0;-42.4
05.02.1960;-36.1;-42.2;-38.3;;1;0;-43.1
07.02.1960;-32.2;-33.9;-32.8;;16;0;-47.2
08.02.1960;-32.2;-35;-33.6;;7;0;-42.1
09.02.1960;-33.9;-37.2;-35.3;;3;0;-41.3
10.02.1960;-37.2;-45;-41;;3;0;-47.3
11.02.1960;-42.8;-45;-44.4;;3;0;-50.8
12.02.1960;-28.9;-45;-34;;5;0;-41.3
13.02.1960;-32.2;-37.8;-36;;5;0;-43.3
14.02.1960;-32.8;-40;-35.7;;3;0;-41.7
15.02.1960;-37.2;-42.8;-38.9;;2;0;-44.4
16.02.1960;-36.1;-37.8;-37;;2;0;-42.4
17.02.1960;-33.9;-37.2;-35.6;;2;0;-41
18.02.1960;-35;-40;-38.1;;2;0;-43.6
22.02.1960;-35;-40;-38.1;;1;0;-42.9
24.02.1960;-32.8;-42.2;-36.5;;1;0;-41.3
25.02.1960;-32.8;-36.1;-33.9;;3;0;-39.9
26.02.1960;-31.1;-33.9;-33.5;;0;0;-37.5
28.02.1960;-28.9;-35;-32;;3;0;-37.9
29.02.1960;-26.1;-28.9;-28.1;;6;0;-35.7
01.03.1960;-30;-33.9;-31.8;;4;0;-38.3
02.03.1960;-32.2;-35;-33.5;;2;0;-38.8
03.03.1960;-28.9;-35;-32.4;;2;0;-37.6
04.03.1960;-27.8;-32.8;-32.2;;2;0;-37.4
05.03.1960;-16.1;-27.2;-20.7;;10;0;-30.5
06.03.1960;-13.9;-25;-18.1;;4;1;-23.9
07.03.1960;-13.9;-27.2;-17.9;;5;0;-24.4
08.03.1960;-12.8;-26.1;-18.9;;13;2;-30.6
09.03.1960;-22.8;-27.8;-26;;7;0;-34.2
10.03.1960;-26.1;-28.9;-27.8;;5;0;-34.8
11.03.1960;-23.9;-27.8;-26.5;;6;0;-34
12.03.1960;-26.1;-30;-28.3;;6;0;-35.9
13.03.1960;-27.8;-32.2;-30.3;;5;0;-37.4
14.03.1960;-27.2;-32.2;-30;;7;0;-38.4
15.03.1960;-26.1;-32.2;-29.3;;4;0;-35.7
16.03.1960;-27.8;-37.2;-32.7;;3;0;-38.6
17.03.1960;-15;-31.1;-22.2;;7;0;-30.2
18.03.1960;-12.8;-26.1;-21.3;;6;0;-28.6
19.03.1960;-17.2;-27.2;-22.7;;5;0;-29.4
20.03.1960;-22.8;-32.2;-26;;8;2;-34.8
21.03.1960;-27.2;-33.9;-29.2;;8;0;-38.2
22.03.1960;-22.2;-35;-29.3;;4;0;-35.7
23.03.1960;-27.8;-36.1;-30.8;;3;0;-36.6
25.03.1960;-27.8;-32.2;-29.4;;5;0;-36.4
26.03.1960;-26.1;-32.8;-30;;4;0;-36.4
27.03.1960;-26.1;-32.2;-29.9;;4;0;-36.3
28.03.1960;-22.8;-27.8;-25.7;;5;0;-32.6
30.03.1960;-22.8;-30;-26.7;;8;0;-35.6
03.04.1960;-10;-22.2;-18.9;;10;2;-28.6
07.04.1960;-22.2;-32.8;-26;;10;0;-36.1
09.04.1960;-18.9;-28.9;-22.5;;6;0;-29.8
12.04.1960;-15;-17.8;-16.8;;9;;-25.7
13.04.1960;-12.2;-16.1;-14.3;;10;1;-23.7
14.04.1960;-12.2;-15;-13.1;;9;0;-21.8
15.04.1960;-7.2;-13.9;-10.1;;7;1;-17.2
16.04.1960;-6.1;-7.2;-6.4;;10;;-15.1
18.04.1960;-6.1;-13.9;-10.7;;2;0;-14.6
19.04.1960;-8.9;-12.2;-10.8;;6;0;-17.3
20.04.1960;-2.2;-16.1;-9.6;;6;1;-16.1
22.04.1960;-7.8;-25;-20.6;;5;0;-27.2
23.04.1960;-12.2;-23.9;-17.1;;5;0;-23.5
27.04.1960;-10;-23.9;-14.2;;6;0;-21
29.04.1960;-12.2;-20;-15.7;;4;0;-21.3
03.05.1960;-7.2;-16.1;-12.7;;5;0;-18.8
04.05.1960;-8.9;-17.8;-11.7;;4;0;-17.1
05.05.1960;-10;-15;-11.8;;2;0;
06.05.1960;-10;-21.1;-14.7;;2;0;-18.9
08.05.1960;-7.2;-17.2;-11.8;;6;0;-18.4
09.05.1960;-6.1;-15;-11;;4;0;-16.2
10.05.1960;-5;-17.8;-7.9;;4;0;-12.9
11.05.1960;-1.1;-8.9;-4.3;;8;0;-11.5
12.05.1960;-7.8;-15;-11.4;;4;0;-16.7
13.05.1960;-7.2;-12.8;-9.3;;4;0;-14.4
14.05.1960;-2.2;-13.9;-6.2;;5;0;-11.7
15.05.1960;-5;-12.8;-8.7;;3;0;-13.1
17.05.1960;-8.9;-13.9;-11.7;;3;0;-16.5
18.05.1960;-12.2;-18.9;-14;;5;0;-20.2
19.05.1960;-10;-20;-13.5;;3;0;-18.3
20.05.1960;-12.2;-22.2;-14.9;;10;0;-24.3
21.05.1960;1.1;-12.2;-3.3;;8;0;-10.4
22.05.1960;1.1;-7.8;-4.1;;6;1;-10
23.05.1960;2.2;-5;-3.5;;5;0;-8.7
24.05.1960;-2.8;-11.1;-5.3;;6;0;-11.3
25.05.1960;1.1;-2.8;-0.8;;7;0;-7
26.05.1960;2.8;-3.9;-0.7;;1;0;-2.9
27.05.1960;1.1;-2.8;-0.1;;8;0;-6.8
29.05.1960;2.2;-3.9;-0.3;;2;0;-3.2
30.05.1960;2.2;-3.9;-1;;4;0;-5.2
01.06.1960;0;-2.8;-1.5;;;0;
02.06.1960;-3.9;-5;-4.2;;8;0;-11.6
03.06.1960;-2.8;-6.1;-3.3;;6;0;-9.2
04.06.1960;-2.8;-7.8;-4.9;;3;0;-9.1
06.06.1960;-2.2;-5;-3.1;;;0;
07.06.1960;2.2;-2.8;-0.7;;4;0;-5
08.06.1960;2.8;0;1.8;;8;0;-4.8
09.06.1960;2.8;1.1;1.6;;6;0;-3.6
10.06.1960;2.2;0;0.8;;4;0;-3.2
11.06.1960;1.1;0;0.2;;3;0;-3.2
12.06.1960;1.1;0;0.9;;5;0;-3.7
13.06.1960;2.2;0;0.7;;8;0;-5.9
14.06.1960;2.2;-1.1;0.2;;8;0;-6.5
15.06.1960;;;0;;6;0;-5.4
16.06.1960;;;0;;5;0;-4.7
17.06.1960;;;0;;6;0;-5.4
19.06.1960;2.2;0;1.1;;5;0;-3.6
21.06.1960;2.2;0;0.9;;2;0;-1.8
22.06.1960;1.1;0;0.7;;4;0;-3.3
23.06.1960;1.1;-2.2;0.2;;2;0;-2.6
24.06.1960;1.1;-1.1;0;;4;0;-4.2
25.06.1960;0;-2.2;-0.2;;5;0;-5
26.06.1960;1.1;0;0.4;;7;0;-5.7
27.06.1960;;;0;;3;0;-3.5
28.06.1960;1.1;0;0.8;;5;1;-3.8
29.06.1960;2.2;-2.2;0.4;;2;0;-2.4
30.06.1960;12.8;0;6.9;;3;0;4
01.07.1960;7.8;2.8;5.3;;3;0;2.3
02.07.1960;6.1;2.2;3.9;;4;0;0.2
03.07.1960;3.9;-1.1;1.4;;6;0;-3.8
04.07.1960;2.8;-1.1;1.3;;6;0;-3.9
05.07.1960;2.8;-1.1;1.8;;4;0;-2.1
06.07.1960;3.9;1.1;2.3;;5;0;-2.2
07.07.1960;1.1;0;0.6;;9;0;-6.7
08.07.1960;2.2;-1.1;0.6;;7;0;-5.4
10.07.1960;2.8;-1.1;0;;9;0;-7.4
11.07.1960;2.2;1.1;1.7;;4;0;-2.3
12.07.1960;7.2;0;1.4;;5;0;-3.2
13.07.1960;2.8;-2.2;0.3;;4;0;-3.8
14.07.1960;7.2;2.2;4.8;;2;0;2.6
16.07.1960;3.9;2.2;2.6;;4;0;-1.2
18.07.1960;3.9;2.8;3.3;;5;0;-1.1
19.07.1960;8.9;2.8;4.8;;4;0;1.2
20.07.1960;7.8;5;6.6;;6;5;1.9
21.07.1960;17.8;2.8;13.1;;4;0;10.4
22.07.1960;20;6.1;12.9;;2;0;11.6
23.07.1960;16.1;10;11.9;;3;0;10.4
24.07.1960;6.1;2.2;3.9;;9;9;-2.9
25.07.1960;2.2;0;1.1;;9;11;-6.1
26.07.1960;3.9;2.2;3.3;;5;0;-1.1
27.07.1960;3.9;0;2.2;;3;0;-0.9
28.07.1960;7.8;2.2;4.2;;7;0;-1.4
29.07.1960;2.8;0;1.9;;5;0;-2.6
30.07.1960;6.1;2.2;5.2;;12;0;-3.5
31.07.1960;6.1;3.9;4.8;;8;0;-1.4
01.08.1960;2.8;1.1;2.2;;9;0;-5
02.08.1960;3.9;0;1.9;;9;0;-5.2
03.08.1960;2.8;0;1.8;;7;0;-4.1
04.08.1960;3.9;2.8;3.6;;5;0;-0.7
05.08.1960;7.2;;3.9;;3;0;1
06.08.1960;2.8;0;1.9;;10;1;-5.8
07.08.1960;7.2;1.1;5.1;;13;5;-4.1
08.08.1960;6.1;2.2;4.4;;7;0;-1
09.08.1960;1.1;-1.1;0;;11;0;-8.6
10.08.1960;1.1;-1.1;0.3;;10;0;-7.7
11.08.1960;1.1;-1.1;-0.2;;7;0;-6.3
12.08.1960;2.8;1.1;2.1;;3;0;-1.1
14.08.1960;7.8;0;5.6;;6;0;0.9
15.08.1960;2.8;0;1.3;;7;3;-4.6
16.08.1960;3.9;1.1;2.7;;5;0;-1.7
17.08.1960;3.9;1.1;3.3;;7;0;-2.4
19.08.1960;7.8;2.8;4;;5;0;-0.4
20.08.1960;3.9;1.1;2.5;;4;0;-1.3
21.08.1960;3.9;2.2;2.7;;3;0;-0.4
22.08.1960;2.8;-1.1;1.1;;7;0;-4.9
23.08.1960;0;-1.1;-0.2;;6;0;-5.7
24.08.1960;1.1;-1.1;0;;5;0;-4.8
25.08.1960;2.8;-2.2;1.1;;2;0;-1.6
26.08.1960;2.8;1.1;2.2;;1;0;0.3
27.08.1960;6.1;0;2.5;;3;0;-0.8
28.08.1960;10;-2.2;4.3;;6;0;-0.8
29.08.1960;7.2;1.1;3.3;;8;0;-3.1
30.08.1960;6.1;2.8;5;;8;0;-1
31.08.1960;7.8;2.2;3.3;;6;0;-1.7
01.09.1960;7.8;0;4.1;;7;0;-1.4
02.09.1960;7.2;1.1;3.9;;5;0;-0.4
06.09.1960;6.1;2.8;3.9;;5;0;-0.5
07.09.1960;5;2.8;4.4;;10;;-3
08.09.1960;6.1;3.9;5;;2;4;2.9
09.09.1960;5;2.2;3.3;;8;1;-2.9
10.09.1960;2.8;1.1;2.1;;6;0;-3
11.09.1960;2.8;0;2.2;;6;0;-2.9
12.09.1960;2.2;1.1;1.3;;7;0;-4.6
13.09.1960;2.2;0;1.1;;7;0;-4.8
14.09.1960;2.2;0;1.1;;8;0;-5.5
15.09.1960;2.2;0;1.3;;9;0;-5.9
16.09.1960;1.1;0;0.7;;7;1;-5.3
17.09.1960;1.1;-3.9;-1.7;;3;0;-5.3
18.09.1960;5;0;1.7;;5;0;-3
19.09.1960;2.8;2.2;2.5;;8;0;-3.9
20.09.1960;3.9;1.1;2.1;;10;0;-5.8
21.09.1960;2.2;1.1;1.7;;6;0;-3.5
22.09.1960;2.8;0;2;;9;0;-5.2
23.09.1960;;;-1.1;;13;0;-11.2
24.09.1960;2.2;-1.1;0.6;;7;0;-5.5
26.09.1960;0;-1.1;-0.6;;4;0;
27.09.1960;-2.2;-2.8;-2.4;;5;0;-7.5
28.09.1960;-1.1;-2.8;-2.3;;4;0;-6.9
29.09.1960;2.2;-2.8;-0.9;;8;3;-7.8
30.09.1960;0;-1.1;-0.9;;9;0;-8.4
01.10.1960;0;-7.8;-2.2;;6;0;-7.9
03.10.1960;-2.2;-3.9;-3.2;;8;0;-10.4
04.10.1960;-3.9;-5;-4.6;;9;0;-12.6
05.10.1960;-2.2;-6.1;-3.6;;13;;-14.1
06.10.1960;-2.2;-2.8;-2.7;;9;0;-10.4
07.10.1960;-5;-6.1;-5.3;;2;0;-8.8
08.10.1960;-2.8;-6.1;-4.1;;5;0;-9.3
09.10.1960;-3.9;-6.1;-5.2;;5;0;-10.6
10.10.1960;-5;-7.8;-6;;8;0;-13.5
11.10.1960;-2.2;-2.8;-2.7;;8;0;-9.8
12.10.1960;-1.1;-2.2;-1.8;;11;0;-10.7
13.10.1960;-2.2;-7.2;-5.8;;2;1;-9.3
14.10.1960;-6.1;-8.9;-6.7;;6;0;-12.9
15.10.1960;-7.2;-12.2;-8.6;;5;0;-14.3
16.10.1960;-2.8;-12.2;-5.6;;7;0;-12.4
17.10.1960;-5;-12.8;-10.3;;15;1;-22.7
18.10.1960;-11.1;-12.8;-12.2;;14;1;-24
19.10.1960;-8.9;-12.2;-11.1;;7;0;-18.3
20.10.1960;-2.2;-7.8;-5.4;;10;0;-14.1
22.10.1960;-7.2;-12.2;-10.1;;9;0;-18.6
23.10.1960;-7.8;-16.1;-13.8;;3;0;-18.7
24.10.1960;-5;-20;-10.6;;10;5;-19.7
25.10.1960;-3.9;-16.1;-10.3;;9;0;-18.8
26.10.1960;-13.9;-17.8;-16.1;;4;0;-21.8
27.10.1960;-15;-22.2;-18.3;;5;0;-24.7
28.10.1960;-15;-18.9;-16.8;;6;0;-23.8
29.10.1960;-10;-20;-12.5;;6;0;-19.2
31.10.1960;-13.9;-16.1;-15;;3;1;-19.9
01.11.1960;-16.1;-20;-18.4;;4;0;-24.2
02.11.1960;-17.2;-22.2;-19.3;;4;0;-25.1
03.11.1960;-13.9;-22.8;-17.4;;6;0;-24.4
04.11.1960;-12.8;-22.8;-16.9;;4;1;-22.6
05.11.1960;-5;-25;-13.2;;5;0;-19.3
06.11.1960;-1.1;-7.8;-3.7;;6;0;-9.6
07.11.1960;-1.1;-15;-6.8;;6;3;-13
08.11.1960;-15;-20;-16.5;;2;1;-20.9
09.11.1960;-15;-22.8;-20.7;;3;0;-26
10.11.1960;-20;-26.1;-22.5;;4;0;-28.5
11.11.1960;-17.8;-23.9;-20.7;;7;0;-28.6
12.11.1960;-13.9;-20;-14.7;;9;0;-23.5
17.11.1960;-8.9;-17.2;-13.1;;4;1;-18.5
18.11.1960;-7.2;-10;-7.6;;3;0;-11.9
19.11.1960;-7.8;-13.9;-11.1;;4;1;-16.4
20.11.1960;-8.9;-27.8;-22.4;;4;0;-28.5
21.11.1960;-23.9;-30;-27.6;;2;0;-32.6
22.11.1960;-5;-18.9;-12.5;;6;1;-19.2
23.11.1960;-3.9;-8.9;-5.9;;5;0;-11.4
24.11.1960;-5;-21.1;-11.8;;4;1;-17.1
25.11.1960;-12.2;-17.8;-15.7;;11;2;-25.8
26.11.1960;-16.1;-18.9;-17.8;;9;1;-26.8
27.11.1960;-16.1;-25;-19.8;;3;0;-25
28.11.1960;-22.2;-31.1;-28.2;;1;0;-32.6
29.11.1960;-20;-27.8;-24.3;;3;0;-29.8
30.11.1960;-16.1;-28.9;-22.7;;4;0;-28.7
01.12.1960;-18.9;-30;-26.2;;3;1;-31.8
02.12.1960;-11.1;-22.8;-15;;10;0;-24.4
03.12.1960;-13.9;-32.8;-25.7;;7;4;-33.9
04.12.1960;-17.2;-33.9;-22.6;;7;0;-30.6
05.12.1960;-12.2;-17.8;-14;;2;2;-18.2
06.12.1960;-5;-12.8;-8.8;;4;2;-13.9
07.12.1960;-8.9;-18.9;-14.8;;7;2;-22.3
08.12.1960;-22.2;-27.8;-25.8;;12;0;-37.2
09.12.1960;-21.1;-31.1;-28.8;;5;0;-35.8
10.12.1960;-7.2;-18.9;-10.4;;6;1;-17
11.12.1960;-2.2;-7.8;-3.7;;14;1;-14.8
12.12.1960;-1.1;-12.8;-5.6;;14;2;-16.9
13.12.1960;-2.8;-15;-6.1;;10;2;-14.9
14.12.1960;-3.9;-12.2;-8.1;;13;0;-19
15.12.1960;-7.2;-12.2;-9.3;;8;1;-17.1
17.12.1960;-2.2;-6.1;-3.9;;8;0;-11.1
18.12.1960;-7.8;-12.2;-9.8;;8;1;-17.6
19.12.1960;-12.2;-23.9;-19.3;;7;0;-27.1
20.12.1960;-21.1;-25;-23.5;;6;0;-30.9
21.12.1960;-16.1;-22.8;-17.9;;7;1;-25.6
22.12.1960;-17.2;-22.2;-19.1;;7;0;-26.9
23.12.1960;-23.9;-27.2;-25.6;;9;0;-35.1
25.12.1960;-13.9;-22.2;-19.2;;7;1;-27
26.12.1960;-7.8;-22.2;-15;;9;2;-23.8
27.12.1960;-7.8;-17.8;-12.9;;5;0;-19
29.12.1960;-22.2;-27.2;-24.8;;3;0;-30.3
30.12.1960;-22.2;-27.8;-25.9;;4;0;-32.1
01.01.1961;-17.2;-23.9;-20.3;;3;0;-25.6
02.01.1961;-5;-17.8;-11.1;;6;0;-17.7
03.01.1961;-26.1;-32.2;-29.4;;4;0;-35.8
04.01.1961;-20;-25;-22.2;;5;0;-28.9
05.01.1961;-17.2;-21.1;-18.8;;5;2;-25.2
06.01.1961;-7.2;-20;-13.8;;4;0;-19.2
07.01.1961;-15;-23.9;-17.3;;9;1;-26.3
08.01.1961;-12.8;-21.1;-16;;5;0;-22.3
09.01.1961;-20;-31.1;-25.8;;6;0;-33.3
10.01.1961;-31.1;-33.9;-32.6;;4;0;-39.1
11.01.1961;-31.1;-33.9;-32.3;;3;0;-38.2
12.01.1961;-23.9;-30;-26.9;;4;0;-33.2
13.01.1961;-17.8;-32.2;-22.2;;7;1;-30.2
14.01.1961;-20;-27.8;-26.4;;6;0;-33.9
15.01.1961;-27.2;-33.9;-31.8;;5;0;-39
16.01.1961;-32.8;-37.2;-35;;3;0;-41
17.01.1961;-17.2;-33.9;-21.3;;7;0;-29.2
18.01.1961;-8.9;-17.2;-11.2;;8;7;-19.1
19.01.1961;-16.1;-25;-21;;3;0;-26.3
20.01.1961;0;-18.9;-10;;10;2;-19.1
21.01.1961;-16.1;-23.9;-21;;17;0;-35.4
22.01.1961;-23.9;-32.8;-28.5;;7;0;-36.8
23.01.1961;-31.1;-33.9;-32.7;;4;0;-39.2
25.01.1961;-22.2;-35;-30.8;;4;1;-37.3
26.01.1961;-37.8;-40;-38.9;;4;0;-45.7
27.01.1961;-38.9;-41.1;-39.2;;3;0;-45.4
28.01.1961;-32.8;-40;-36.1;;5;0;-43.4
29.01.1961;-35;-37.2;-36.1;;3;0;-42.1
31.01.1961;-27.8;-32.8;-31.2;;6;0;-39
01.02.1961;-25;-30;-27.9;;5;0;-34.9
02.02.1961;-26.1;-31.1;-29;;4;0;-35.4
03.02.1961;-22.2;-32.2;-27.8;;3;0;-33.5
04.02.1961;-17.8;-27.8;-22.9;;6;0;-30.2
05.02.1961;-30;-35;-32.8;;5;0;-40
06.02.1961;-33.9;-35;-34.3;;4;0;-40.9
07.02.1961;-32.8;-37.8;-34.9;;7;0;-43.5
08.02.1961;-30;-36.1;-34.2;;5;0;-41.5
09.02.1961;-22.2;-35;-23.8;;5;1;-30.6
10.02.1961;-21.1;-28.9;-25.4;;8;1;-34.2
11.02.1961;-12.8;-30;-21.3;;5;1;-27.9
12.02.1961;-12.8;-22.2;-17.2;;3;0;-22.3
13.02.1961;-17.8;-26.1;-20.3;;4;1;-26.2
14.02.1961;-25;-35;-30.6;;5;0;-37.7
15.02.1961;-26.1;-32.2;-28.9;;7;0;-37.2
16.02.1961;-11.1;-21.1;-15.3;;4;1;-20.9
17.02.1961;-10;-17.8;-12.7;;5;0;-18.7
19.02.1961;-15;-17.2;-16.7;;11;1;-26.9
20.02.1961;-20;-23.9;-22.1;;10;1;-32
